"RP","Com","Trak","SP","CF","PS","FIN","MKTG","OP"
-0.508596321006661,-1.03599982839666,-1.19532991855708,-1.93580766895121,-1.93626907483937,-1.93586629704388,-1.9362375920902,-1.93621195707082,-1.93609949500622
-0.918874333345343,0.899184290203233,0.853152510375486,0.19939082107852,0.199740195986999,0.199693459390753,0.199690119145986,0.199687475741188,0.199670675615231
-0.915371320183348,-0.932164323269848,-0.0674775197854361,0.344917964137198,0.345322598832311,0.345245225016388,0.345266963194678,0.345262392438255,0.345236782284853
-0.49800817048873,0.107041509709554,0.0614026232549929,-0.385082264317783,-0.384954826412351,-0.384878516338841,-0.384982577748011,-0.384977480430856,-0.384958897302424
-0.641297873663996,1.12822395622824,-0.206255313182766,-1.84927869651907,-1.84970724549507,-1.8493226842816,-1.84967906795035,-1.84965457891482,-1.84954735520373
-1.39230858039068,-0.316186914552148,-1.22807076701108,-0.860628839894438,-0.860681977253171,-0.860505552351622,-0.860691563821482,-0.860680168397692,-0.860632796286708
-0.548339505087794,1.0698824634902,-1.29782600640615,-1.04229431907132,-1.04241643872028,-1.04220176854657,-1.04241908609202,-1.04240528470293,-1.04234691479577
0.480701353175645,2.11690099069668,-0.123053300261845,1.11127757296776,1.1119732108914,1.11173449859804,1.11188830210848,1.1118735817373,1.1118015771516
-0.819980209625637,-1.54855157438873,1.71425833292359,-0.634437896658294,-0.634405144450318,-0.634276338580319,-0.634423370983821,-0.634414971217562,-0.634381292417503
-0.318406066519023,-0.694094967383645,3.04979979487032,-0.0370675340102055,-0.0368079474255778,-0.0368049034350756,-0.0368489921102708,-0.0368485038766307,-0.0368509891156589
0.500779444908084,0.217738965801323,-0.19033575778658,0.573683134256575,0.574174636007719,0.574049101219046,0.574110262075445,0.574102661568605,0.57406320226387
-0.218221896911321,-0.200652720720119,-0.80156996976259,0.257333590141777,0.257704967166068,0.257646032121428,0.257652677046748,0.257649266251842,0.257628958344621
-0.572870940500476,-1.02750916496931,-1.60503172065436,-2.11993716156271,-2.12046848537999,-2.12002694357392,-2.1204299693147,-2.1204018956968,-2.12027828666779
-0.671231500641297,-1.1705544039613,-0.489000820833629,-1.71616662540583,-1.71654462886508,-1.71618809117821,-1.71652153589025,-1.71649880978198,-1.71639964450573
-1.29154105872117,0.472892200315559,1.42687648049184,-0.438255639219846,-0.43814839238867,-0.438060887947336,-0.43817411262573,-0.438168311083999,-0.438146508907338
-0.22270091620495,0.856876009070894,1.09333333307808,1.36136061021306,1.36215121004545,1.36185984881809,1.3620567486752,1.36203871622122,1.36195157192772
-1.71822770293733,-0.720700440806905,-0.854058273436321,-2.87797912007752,-2.87879828873258,-2.87819715952915,-2.8787308172368,-2.87869270416254,-2.87852320424116
0.542887578559264,-1.93813889188274,-2.27952684045991,-1.69475715929025,-1.69512703311468,-1.694775002673,-1.69510475793139,-1.69508231536864,-1.69498444619414
0.33477408009218,-0.0936077423554261,-0.655981800509714,1.02242991814707,1.02309181870499,1.02287181113613,1.02301030369475,1.0229967600159,1.02293013415379
-0.0659902154222818,0.927736867123152,-0.809833603618562,0.00526832203536312,0.00554398445521225,0.00553811565532622,0.00550132263980034,0.00550125018023064,0.00549620198252801
-1.24820735350937,-0.365254595678739,-0.0879328156434918,-0.307616832311265,-0.307459979114951,-0.307399977514266,-0.307490689448999,-0.307486618078778,-0.307472724608699
1.66598729910016,-1.38962209975147,1.35162325622713,1.3304249446037,1.33120379749841,1.33091894902711,1.33111051779826,1.33109289505414,1.33100762356634
-0.270838566364039,-0.296639295266448,-0.292186212470929,0.929494244007679,0.930120854891,0.929920412680222,0.930042889806228,0.930030576961151,0.929969577306098
-1.0965213541385,-0.180789035633098,-0.413507374492261,-1.19587565688452,-1.19605609467111,-1.19580909166185,-1.19605287559483,-1.1960370401849,-1.19596937265963
0.160059793277975,-0.206048533400633,-1.72239005467123,-1.02854576158231,-1.02866266060825,-1.02845088486074,-1.02866583314275,-1.02865221383862,-1.02859467625158
