"RP","Com","Trak","SP","CF","PS","FIN","MKTG","OP"
0.48057279853253,-0.0479621278109046,0.139390926960705,-0.0369900233165938,-0.0367304072994884,-0.0367273796269879,-0.0367714549449087,-0.036770967737815,-0.0367734576692416
0.44325592251117,0.649984823637258,0.784326724885182,0.452467037201164,0.452912510592793,0.452812494921144,0.452852766832022,0.45284677170296,0.452814650665983
0.221564998554209,-0.399607723165065,-0.367655692015498,0.36886352826427,0.369277255605172,0.369194840629964,0.369220705302975,0.369215817413123,0.36918875762584
-0.56343757937246,-0.694284846311826,-1.07640419180749,-0.728126450466409,-0.728129273817635,-0.727980744088954,-0.728143921667429,-0.728134281096309,-0.728094930510815
0.594782522556447,0.816602522327807,0.731759760255217,0.460409149602269,0.460857638784819,0.460755951093522,0.460797591653922,0.460791491340062,0.46075888949774
-0.0155533070659195,-0.223767785258394,-0.114084933750643,-0.347770313078237,-0.347628707022307,-0.347560252077556,-0.347657883587269,-0.347653280427068,-0.347636956116528
0.823331705840023,0.901613441445875,0.851580280359127,0.575739427523385,0.576231710093315,0.576105742401836,0.576167257615447,0.576159629875197,0.576120046085093
-0.753040133385319,-0.292782737397719,-0.901909602423142,-1.50674453776259,-1.50704301915031,-1.50673057021808,-1.50702792560959,-1.50700797307327,-1.50692148594284
1.08753196197848,1.26623882933159,0.996659051361774,0.61475308381541,0.615260180709851,0.615125999636778,0.615194238001527,0.615186093567056,0.615144147940009
-1.23620206489199,0.545610647826346,0.349326061188967,0.214582927859548,0.214938071537767,0.214888136610934,0.214887414393794,0.214884569785763,0.214866849949057
-0.316530936885149,-0.683470798244156,-0.653613898180879,-0.44248197416039,-0.442376332159503,-0.442287937965582,-0.442401890960449,-0.442396033445425,-0.442373975411842
-0.354349384314392,0.146835718941393,0.433901656697891,-0.124939574489745,-0.124713354809091,-0.124691811486086,-0.124751042987284,-0.124749390982292,-0.124746556560176
1.82651053662984,1.19813294620724,0.75595982451118,1.0457950515765,1.04646582437818,1.04624089784568,1.04638341687447,1.04636956374938,1.04630152339192
-0.362024246563769,-0.778860653940122,-0.529461256886514,-0.514596413346297,-0.514518154749212,-0.514414578604566,-0.514540958947187,-0.514534146353415,-0.514507722603752
