"RP","Com","Trak","SP","CF","PS","FIN","MKTG","OP"
-1.4636012984998,-1.12564137408131,-0.754275573456576,-0.718777000338616,-0.718776273502514,-0.718629712074395,-0.718791278479444,-0.718781761731808,-0.718742977150088
-0.142299361092138,-0.195649216497103,-0.0304500769973863,0.165671468771261,0.166008039716336,0.165968401914049,0.165959250875744,0.165957054047764,0.165942295248346
0.218564169788337,0.488829378576989,0.612216315833572,0.520624349485959,0.521095703675186,0.520981339130157,0.521033356464438,0.521026458664549,0.520990211470903
-1.01589609861344,-0.230467284591421,-0.541953334912091,-1.2810605937212,-1.28127337806071,-1.28100844142362,-1.28126690511901,-1.28124994152555,-1.28117711701295
1.18152103404863,0.492678550222532,0.733897913328597,1.46195038794453,1.46277918387929,1.4624666459075,1.46268088021472,1.46266151555654,1.46256828168632
0.167739607164576,0.240806685773751,0.301272169681917,0.340788934452685,0.341192001266408,0.341115496717804,0.341136523348055,0.341132007276222,0.341106647089005
-1.95556654659545,-2.11992779686744,-2.31190800170184,-2.47480660907966,-2.47547268445971,-2.47495643347574,-2.47542061321122,-2.47538783972639,-2.47524274735409
0.318583397808425,-0.74177967455679,-0.72683635605459,0.363156003365314,0.363567563436237,0.363486350042333,0.363511231148147,0.363506418848368,0.363479704587356
0.545202150299205,0.0743150237082029,0.249653933343807,1.02800599759147,1.0286700155067,1.0284488340292,1.02858828750326,1.02857466997519,1.02850770654435
1.10795399672641,0.703527677066411,1.10435571307007,1.01403307724947,1.01469178934628,1.01447354952915,1.01461059507573,1.01459716260407,1.01453104507599
1.40979909703602,1.14306908420014,1.30066504202034,0.789418934469628,0.789992355744777,0.789821403002007,0.78991974120933,0.789909283512165,0.789856763837516
-0.390300105478465,-1.22280636969804,-1.327375424917,-1.91559842422397,-1.91605215622718,-1.91565363299931,-1.91602144542391,-1.9159960780544,-1.91588483943167
0.514048009369247,-0.773064906685288,-0.717859287264979,-0.964019617425154,-0.964112014486141,-0.9639138231574,-0.96411765176848,-0.964104887044235,-0.96405125578758
0.0355715042258087,0.486152325228185,0.315246453535786,0.521680350095072,0.522152105270445,0.522037518410032,0.522089717722943,0.522082805937454,0.522046494814879
0.971027205746644,0.0975864240024206,0.114009099915414,0.213718592712332,0.214073408183903,0.214023655221928,0.214022784055512,0.214019950894677,0.214002283383718
-0.426863172098019,-0.522078470425794,-0.918924344390151,-1.00161815957321,-1.00172483360943,-1.00151872681715,-1.00172903471537,-1.00171577203858,-1.00165986461418
1.89979915879881,0.657397442913851,0.663646305695826,0.927638177378701,0.928264083473598,0.92806403201275,0.928186189286231,0.928173901022775,0.928113013731626
