-0.186,0.059,-0.233,-0.024,-0.18,0.468,1
-0.216,0.019,-0.233,-0.024,-0.18,0.394,0
1.044,0.924,0.961,0.974,0.796,0.791,2
-0.186,-0.298,-0.001,-0.024,-0.18,-0.223,1
1.014,0.924,0.961,0.974,0.516,0.791,2
-0.186,-0.298,0.005,-0.024,-0.18,-0.223,1
1.105,1.154,0.961,0.974,1.181,1.233,1
-0.186,0.059,0.005,-0.024,-0.18,0.468,1
1.044,0.924,0.961,0.974,1.181,0.791,2
1.014,1.154,0.961,0.974,0.516,1.233,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,1
1.044,0.924,0.961,0.974,1.181,0.791,2
-0.186,-0.298,-0.233,-0.024,-0.679,-0.223,1
1.044,0.924,0.961,0.974,1.295,0.791,1
-0.186,0.436,-0.233,-0.024,0.015,0.468,1
1.044,0.547,0.961,0.974,-0.012,0.791,1
-0.216,0.318,-0.233,-0.024,0.4,0.247,1
0.984,-0.106,0.479,0.974,0.46,-1.209,1
