X,D,Deg
4.8,-1.18024,234
5.04,-1.03519,234
5.28,-0.886227,234
5.52,-0.752313,234
5.76,-0.640801,234
6,-0.547661,234
6.24,-0.48226,234
6.48,-0.442661,234
6.72,-0.465226,234
6.96,-0.497184,234
7.2,-0.557265,234
7.44,-0.617757,234
7.68,-0.671433,234
7.92,-0.723585,234
8.16,-0.768056,234
8.4,-0.796252,234
8.64,-0.824448,234
8.88,-0.83421,234
9.12,-0.821072,234
9.36,-0.807934,234
9.6,-0.79076,234
9.84,-0.747932,234
10.08,-0.705105,234
10.32,-0.662277,234
10.56,-0.622678,234
10.8,-0.589791,234
11.04,-0.556904,234
11.28,-0.524017,234
11.52,-0.49113,234
11.76,-0.476533,234
12,-0.463179,234
12.24,-0.449824,234
12.48,-0.436469,234
12.72,-0.423115,234
12.96,-0.412483,234
13.2,-0.402209,234
13.44,-0.391936,234
13.68,-0.381662,234
13.92,-0.371389,234
14.16,-0.361234,234
14.4,-0.352774,234
14.64,-0.344314,234
14.88,-0.335855,234
15.12,-0.327395,234
15.36,-0.318935,234
3.6,-1.49249,252
3.84,-1.49399,252
4.08,-1.48456,252
4.32,-1.42772,252
4.56,-1.329,252
4.8,-1.20815,252
5.04,-1.06271,252
5.28,-0.902745,252
5.52,-0.752579,252
5.76,-0.632009,252
6,-0.550401,252
6.24,-0.493076,252
6.48,-0.456505,252
6.72,-0.458988,252
6.96,-0.467372,252
7.2,-0.511505,252
7.44,-0.55616,252
7.68,-0.615413,252
7.92,-0.677929,252
8.16,-0.735767,252
8.4,-0.783693,252
8.64,-0.83162,252
8.88,-0.854841,252
9.12,-0.847372,252
9.36,-0.839903,252
9.6,-0.826865,252
9.84,-0.778438,252
10.08,-0.730012,252
10.32,-0.681585,252
10.56,-0.637329,252
10.8,-0.601743,252
11.04,-0.566158,252
11.28,-0.530572,252
11.52,-0.494986,252
11.76,-0.480414,252
12,-0.467268,252
12.24,-0.454123,252
12.48,-0.440977,252
12.72,-0.427831,252
12.96,-0.417806,252
13.2,-0.408192,252
13.44,-0.398578,252
13.68,-0.388964,252
13.92,-0.37935,252
14.16,-0.369468,252
14.4,-0.355768,252
14.64,-0.342069,252
14.88,-0.32837,252
15.12,-0.31467,252
15.36,-0.300971,252
3.6,-1.68833,270
3.84,-1.70305,270
4.08,-1.68262,270
4.32,-1.60844,270
4.56,-1.47984,270
4.8,-1.32047,270
5.04,-1.13359,270
5.28,-0.940631,270
5.52,-0.773014,270
5.76,-0.646292,270
6,-0.563722,270
6.24,-0.505963,270
6.48,-0.46906,270
6.72,-0.46778,270
6.96,-0.471883,270
7.2,-0.512906,270
7.44,-0.554469,270
7.68,-0.619613,270
7.92,-0.690028,270
8.16,-0.757601,270
8.4,-0.819153,270
8.64,-0.880706,270
8.88,-0.912029,270
9.12,-0.905797,270
9.36,-0.899565,270
9.6,-0.886625,270
9.84,-0.831055,270
10.08,-0.775485,270
10.32,-0.719914,270
10.56,-0.669602,270
10.8,-0.63022,270
11.04,-0.590839,270
11.28,-0.551457,270
11.52,-0.512075,270
11.76,-0.496637,270
12,-0.482823,270
12.24,-0.46901,270
12.48,-0.455197,270
12.72,-0.441384,270
12.96,-0.432139,270
13.2,-0.423495,270
13.44,-0.414852,270
13.68,-0.406208,270
13.92,-0.397564,270
14.16,-0.387907,270
14.4,-0.363809,270
14.64,-0.339712,270
14.88,-0.315615,270
15.12,-0.291517,270
15.36,-0.26742,270
3.6,-1.66924,288
3.84,-1.68855,288
4.08,-1.68043,288
4.32,-1.63714,288
4.56,-1.55715,288
4.8,-1.44579,288
5.04,-1.29927,288
5.28,-1.13112,288
5.52,-0.964988,288
5.76,-0.822245,288
6,-0.722627,288
6.24,-0.651304,288
6.48,-0.604344,288
6.72,-0.600385,288
6.96,-0.602924,288
7.2,-0.648622,288
7.44,-0.694951,288
7.68,-0.76406,288
7.92,-0.838261,288
8.16,-0.908005,288
8.4,-0.968305,288
8.64,-1.02861,288
8.88,-1.06064,288
9.12,-1.05756,288
9.36,-1.05447,288
9.6,-1.0446,288
9.84,-0.991592,288
10.08,-0.938582,288
10.32,-0.885572,288
10.56,-0.835529,288
10.8,-0.791655,288
11.04,-0.747781,288
11.28,-0.703906,288
11.52,-0.660032,288
11.76,-0.6397,288
12,-0.620966,288
12.24,-0.602232,288
12.48,-0.583498,288
12.72,-0.564764,288
12.96,-0.556606,288
13.2,-0.549841,288
13.44,-0.543075,288
13.68,-0.53631,288
13.92,-0.529545,288
14.16,-0.520301,288
14.4,-0.475767,288
14.64,-0.431232,288
14.88,-0.386698,288
15.12,-0.342163,288
15.36,-0.297628,288
3.6,-1.11621,306
3.84,-1.13365,306
4.08,-1.13263,306
4.32,-1.11071,306
4.56,-1.06799,306
4.8,-1.00676,306
5.04,-0.927206,306
5.28,-0.837664,306
5.52,-0.747703,306
5.76,-0.665946,306
6,-0.603105,306
6.24,-0.555337,306
6.48,-0.520873,306
6.72,-0.512646,306
6.96,-0.508385,306
7.2,-0.531022,306
7.44,-0.554052,306
7.68,-0.59049,306
7.92,-0.629926,306
8.16,-0.667024,306
8.4,-0.699169,306
8.64,-0.731313,306
8.88,-0.748914,306
9.12,-0.748447,306
9.36,-0.747979,306
9.6,-0.743918,306
9.84,-0.717018,306
10.08,-0.690119,306
10.32,-0.66322,306
10.56,-0.636508,306
10.8,-0.610187,306
11.04,-0.583867,306
11.28,-0.557546,306
11.52,-0.531225,306
11.76,-0.519253,306
12,-0.508255,306
12.24,-0.497258,306
12.48,-0.48626,306
12.72,-0.475263,306
12.96,-0.464128,306
13.2,-0.452975,306
13.44,-0.441822,306
13.68,-0.430669,306
13.92,-0.419516,306
14.16,-0.407325,306
14.4,-0.380353,306
14.64,-0.353382,306
14.88,-0.326411,306
15.12,-0.299439,306
15.36,-0.272468,306
3.6,-0.364424,324
3.84,-0.377631,324
4.08,-0.379681,324
4.32,-0.369849,324
4.56,-0.348531,324
4.8,-0.317021,324
5.04,-0.275987,324
5.28,-0.230093,324
5.52,-0.183671,324
5.76,-0.140498,324
6,-0.10586,324
6.24,-0.0787316,324
6.48,-0.0583021,324
6.72,-0.0516086,324
6.96,-0.0469906,324
7.2,-0.056911,324
7.44,-0.067044,324
7.68,-0.0846575,324
7.92,-0.103943,324
8.16,-0.122241,324
8.4,-0.138447,324
8.64,-0.154652,324
8.88,-0.163753,324
9.12,-0.164028,324
9.36,-0.164303,324
9.6,-0.162882,324
9.84,-0.150691,324
10.08,-0.138499,324
10.32,-0.126308,324
10.56,-0.113244,324
10.8,-0.0983665,324
11.04,-0.0834888,324
11.28,-0.068611,324
11.52,-0.0537333,324
11.76,-0.0510523,324
12,-0.0491992,324
12.24,-0.0473461,324
12.48,-0.045493,324
12.72,-0.0436399,324
12.96,-0.0251479,324
13.2,-0.00446382,324
13.44,0.0162204,324
13.68,0.0369045,324
13.92,0.0575885,324
14.16,0.0739492,324
14.4,0.028744,324
14.64,-0.0164609,324
14.88,-0.0616658,324
15.12,-0.106871,324
15.36,-0.152076,324
3.6,0.282897,342
3.84,0.273592,342
4.08,0.26977,342
4.32,0.271772,342
4.56,0.279468,342
4.8,0.292143,342
5.04,0.309333,342
5.28,0.328855,342
5.52,0.348855,342
5.76,0.367771,342
6,0.383289,342
6.24,0.395664,342
6.48,0.405219,342
6.72,0.408974,342
6.96,0.411853,342
7.2,0.408306,342
7.44,0.404666,342
7.68,0.397492,342
7.92,0.389527,342
8.16,0.381832,342
8.4,0.374706,342
8.64,0.36758,342
8.88,0.363408,342
9.12,0.362904,342
9.36,0.3624,342
9.6,0.362496,342
9.84,0.366396,342
10.08,0.370297,342
10.32,0.374198,342
10.56,0.379308,342
10.8,0.386934,342
11.04,0.394559,342
11.28,0.402185,342
11.52,0.40981,342
11.76,0.405785,342
12,0.400969,342
12.24,0.396154,342
12.48,0.391338,342
12.72,0.386522,342
12.96,0.411283,342
13.2,0.43994,342
13.44,0.468598,342
13.68,0.497255,342
13.92,0.525913,342
14.16,0.545196,342
14.4,0.430995,342
14.64,0.316795,342
14.88,0.202595,342
15.12,0.0883942,342
15.36,-0.025806,342
